category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
PMID	PMID.28535764	5	16	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	5.1e-15	7.07e-12	(2017) In smokers, Sonic hedgehog modulates pulmonary endothelial function through vascular endothelial growth factor.
PMID	PMID.28688895	5	29	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	6.97e-14	3.28e-11	(2017) Differential requirement of SUFU in tissue development discovered in a hypomorphic mouse model.
PMID	PMID.28721076	5	19	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	1.07e-14	1.1199999999999999e-11	(2017) Hedgehog signaling pathway in colorectal cancer: function, mechanism, and therapy.
PMID	PMID.28948003	5	30	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	8.13e-14	3.6899999999999997e-11	(2017) The Hedgehog-GLI pathway in embryonic development and cancer: implications for pulmonary oncology therapy.
PMID	PMID.29055107	5	21	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	1.65e-14	1.4e-11	(2018) Targeting class I histone deacetylases by the novel small molecule inhibitor 4SC-202 blocks oncogenic hedgehog-GLI signaling and overcomes smoothened inhibitor resistance.
PMID	PMID.29352211	5	16	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	5.1e-15	7.07e-12	(2018) HDL nanoparticles targeting sonic hedgehog subtype medulloblastoma.
PMID	PMID.29477141	5	15	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	3.89e-15	6.82e-12	(2018) Increased Primary Cilia in Idiopathic Pulmonary Fibrosis.
PMID	PMID.29581874	5	24	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	2.98e-14	1.82e-11	(2018) Old Sonic Hedgehog, new tricks: a new paradigm in thoracic malignancies.
PMID	PMID.29615564	5	36	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	1.88e-13	6.420000000000001e-11	(2017) Sonic Hedgehog Signaling and Development of the Dentition.
PMID	PMID.29615590	5	27	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	5.05e-14	2.6100000000000002e-11	(2016) Hedgehog Promotes Production of Inhibitory Interneurons in Vivo and in Vitro from Pluripotent Stem Cells.
PMID	PMID.29725500	5	20	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	1.33e-14	1.25e-11	(2018) Gastric cancer and Hedgehog signaling pathway: emerging new paradigms.
PMID	PMID.30144507	5	18	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	8.43e-15	1.0100000000000001e-11	(2018) Gain-of-function Shh mutants activate Smo cell-autonomously independent of Ptch12 function.
PMID	PMID.30235830	5	28	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	5.95e-14	3.01e-11	(2018) Hedgehog Signaling in Lung Cancer: From Oncogenesis to Cancer Treatment Resistance.
PMID	PMID.30319965	5	15	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	3.89e-15	6.82e-12	(2018) Different Response of Ptch Mutant and Ptch Wildtype Rhabdomyosarcoma Toward SMO and PI3K Inhibitors.
PMID	PMID.30423843	5	36	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	1.88e-13	6.420000000000001e-11	(2018) Hedgehog Signaling in Cancer: A Prospective Therapeutic Target for Eradicating Cancer Stem Cells.
PMID	PMID.30653446	5	18	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353	GLI1,SMO,HHIP,SHH,PTCH1	8.43e-15	1.0100000000000001e-11	(2019) Metformin alleviates hyperglycemia-induced endothelial impairment by downregulating autophagy via the Hedgehog pathway.
PMID	PMID.30833624	5	19	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	1.07e-14	1.1199999999999999e-11	(2019) Hedgehog signaling in the airway epithelium of patients with chronic obstructive pulmonary disease.
PMID	PMID.30982371	5	7	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	1.99e-16	8.72e-13	(2019) The Hedgehog target Gli1 is not required for bleomycin-induced lung fibrosis.
PMID	PMID.31163988	5	37	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	2.13e-13	6.93e-11	(2019) HHIPL1, a Gene at the 14q32 Coronary Artery Disease Locus, Positively Regulates Hedgehog Signaling and Promotes Atherosclerosis.
PMID	PMID.31426273	5	26	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	4.26e-14	2.34e-11	(2019) Regulation of Hedgehog signaling Offers A Novel Perspective for Bone Homeostasis Disorder Treatment.
PMID	PMID.31588709	5	10	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	7.53e-16	1.98e-12	(2019) Hedgehog signalling network gene status analysis in paediatric intracranial germ cell tumours.
PMID	PMID.31611946	4	4	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	GLI1,SMO,SHH,PTCH1	1.7199999999999997e-13	6.379999999999999e-11	(2019) Sonic Hedgehog signaling pathway as a potential target to inhibit the progression of hepatocellular carcinoma.
PMID	PMID.31652910	5	23	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	2.46e-14	1.75e-11	(2019) The Hedgehog Signaling Pathway in Ischemic Tissues.
PMID	PMID.31657721	5	33	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	1.26e-13	5.17e-11	(2019) Cholesterol accessibility at the ciliary membrane controls hedgehog signaling.
PMID	PMID.31658643	5	23	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	2.46e-14	1.75e-11	(2019) Mesenchymal Cells Support the Oncogenicity and Therapeutic Response of the Hedgehog Pathway in Triple-Negative Breast Cancer.
PMID	PMID.31898580	5	36	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	1.88e-13	6.420000000000001e-11	(2019) Sonic hedgehog signaling in epithelial tissue development.
PMID	PMID.32132042	4	5	9606	9606.ENSP00000228682,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SHH,PTCH1,GLI3	3.09e-13	9.480000000000001e-11	(2020) Hedgehog Pathway Activation Might Mediate Pemetrexed Resistance in NSCLC Cells.
Process	GO.0000122	4	809	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	4.15e-05	0.00021	negative regulation of transcription by RNA polymerase II
Process	GO.0001501	3	457	9606	9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000379258	HHIP,SHH,GLI3	0.00023999999999999998	0.00082	skeletal system development
Process	GO.0001568	3	464	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	0.00026000000000000003	0.00085	blood vessel development
Process	GO.0001570	2	65	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.00016999999999999999	0.00064	vasculogenesis
Process	GO.0001649	3	83	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261	GLI1,SMO,SHH	1.62e-06	1.75e-05	osteoblast differentiation
Process	GO.0001655	5	299	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	5.18e-09	2.46e-07	urogenital system development
Process	GO.0001656	4	83	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	5.43e-09	2.46e-07	metanephros development
Process	GO.0001658	3	45	9606	9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SHH,PTCH1,GLI3	2.75e-07	4.7e-06	branching involved in ureteric bud morphogenesis
Process	GO.0001701	3	306	9606	9606.ENSP00000249373,9606.ENSP00000332353,9606.ENSP00000379258	SMO,PTCH1,GLI3	7.52e-05	0.00033	in utero embryonic development
Process	GO.0001708	4	72	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	3.13e-09	1.82e-07	cell fate specification
Process	GO.0001755	2	35	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	5.19e-05	0.00025	neural crest cell migration
Process	GO.0001775	3	1024	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	0.0026	0.0059	cell activation
Process	GO.0001947	2	59	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.00014	0.00055	heart looping
Process	GO.0002052	3	21	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	3.23e-08	9.140000000000001e-07	positive regulation of neuroblast proliferation
Process	GO.0002053	2	28	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	3.39e-05	0.00018	positive regulation of mesenchymal cell proliferation
Process	GO.0003007	3	235	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	3.46e-05	0.00018	heart morphogenesis
Process	GO.0003140	2	6	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	2.19e-06	2.15e-05	determination of left/right asymmetry in lateral mesoderm
Process	GO.0006357	5	2633	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	0.00023999999999999998	0.0008	regulation of transcription by RNA polymerase II
Process	GO.0006928	4	1355	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	0.00031	0.0009699999999999999	movement of cell or subcellular component
Process	GO.0006950	4	3267	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SMO,SHH,GLI3	0.0088	0.0183	response to stress
Process	GO.0007224	6	72	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	3.29e-15	3.2599999999999994e-12	smoothened signaling pathway
Process	GO.0007228	2	3	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	7.83e-07	1.06e-05	positive regulation of hh target transcription factor activity
Process	GO.0007399	6	2206	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	2.07e-06	2.07e-05	nervous system development
Process	GO.0007405	2	30	9606	9606.ENSP00000296575,9606.ENSP00000297261	HHIP,SHH	3.87e-05	0.0002	neuroblast proliferation
Process	GO.0007411	3	220	9606	9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SHH,PTCH1,GLI3	2.8499999999999998e-05	0.00016	axon guidance
Process	GO.0007418	3	4	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261	GLI1,SMO,SHH	5.599999999999999e-10	6.16e-08	ventral midline development
Process	GO.0007420	5	650	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	2.41e-07	4.27e-06	brain development
Process	GO.0007442	2	7	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	2.82e-06	2.62e-05	hindgut morphogenesis
Process	GO.0007507	4	485	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	5.55e-06	4.47e-05	heart development
Process	GO.0008283	4	676	9606	9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	HHIP,SHH,PTCH1,GLI3	2.05e-05	0.00011999999999999999	cell population proliferation
Process	GO.0008285	3	669	9606	9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SHH,PTCH1,GLI3	0.00075	0.002	negative regulation of cell population proliferation
Process	GO.0008544	4	403	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	GLI1,SMO,SHH,PTCH1	2.67e-06	2.55e-05	epidermis development
Process	GO.0008589	6	75	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	4.16e-15	3.2599999999999994e-12	regulation of smoothened signaling pathway
Process	GO.0009611	3	547	9606	9606.ENSP00000228682,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SHH,GLI3	0.00041	0.0012	response to wounding
Process	GO.0009798	3	89	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	1.99e-06	2.0300000000000002e-05	axis specification
Process	GO.0009880	2	64	9606	9606.ENSP00000297261,9606.ENSP00000332353	SHH,PTCH1	0.00016999999999999999	0.00062	embryonic pattern specification
Process	GO.0009887	6	865	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	7.640000000000001e-09	3.03e-07	animal organ morphogenesis
Process	GO.0009913	2	306	9606	9606.ENSP00000228682,9606.ENSP00000332353	GLI1,PTCH1	0.0036	0.0078	epidermal cell differentiation
Process	GO.0009952	3	197	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	2.0600000000000003e-05	0.00011999999999999999	anterior/posterior pattern specification
Process	GO.0009953	6	87	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	9.77e-15	3.2599999999999994e-12	dorsal/ventral pattern formation
Process	GO.0009954	2	31	9606	9606.ENSP00000228682,9606.ENSP00000379258	GLI1,GLI3	4.1200000000000005e-05	0.00021	proximal/distal pattern formation
Process	GO.0009968	5	1160	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,HHIP,SHH,PTCH1,GLI3	4.23e-06	3.64e-05	negative regulation of signal transduction
Process	GO.0010001	3	154	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	9.95e-06	6.99e-05	glial cell differentiation
Process	GO.0010035	2	491	9606	9606.ENSP00000297261,9606.ENSP00000332353	SHH,PTCH1	0.0089	0.0185	response to inorganic substance
Process	GO.0010467	4	3733	9606	9606.ENSP00000228682,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SHH,PTCH1,GLI3	0.0143	0.0289	gene expression
Process	GO.0010874	2	21	9606	9606.ENSP00000297261,9606.ENSP00000332353	SHH,PTCH1	1.98e-05	0.00011999999999999999	regulation of cholesterol efflux
Process	GO.0014706	2	271	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.0028	0.0064	striated muscle tissue development
Process	GO.0014902	2	52	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.00011	0.00045999999999999996	myotube differentiation
Process	GO.0016477	3	812	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	0.0013	0.0032	cell migration
Process	GO.0016485	3	142	9606	9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SHH,PTCH1,GLI3	7.84e-06	5.8299999999999994e-05	protein processing
Process	GO.0021510	4	103	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	1.26e-08	4.6e-07	spinal cord development
Process	GO.0021513	3	22	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	3.67e-08	9.83e-07	spinal cord dorsal/ventral patterning
Process	GO.0021522	3	32	9606	9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SHH,PTCH1,GLI3	1.04e-07	2.07e-06	spinal cord motor neuron differentiation
Process	GO.0021536	3	75	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261	GLI1,SMO,SHH	1.21e-06	1.39e-05	diencephalon development
Process	GO.0021537	3	237	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	3.54e-05	0.00018	telencephalon development
Process	GO.0021696	2	31	9606	9606.ENSP00000228682,9606.ENSP00000249373	GLI1,SMO	4.1200000000000005e-05	0.00021	cerebellar cortex morphogenesis
Process	GO.0021766	2	75	9606	9606.ENSP00000249373,9606.ENSP00000379258	SMO,GLI3	0.00022999999999999998	0.00078	hippocampus development
Process	GO.0021782	2	91	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.00033	0.001	glial cell development
Process	GO.0021794	2	14	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	9.38e-06	6.73e-05	thalamus development
Process	GO.0021871	2	25	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	2.7399999999999995e-05	0.00015	forebrain regionalization
Process	GO.0021904	4	17	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	1.4699999999999998e-11	3.63e-09	dorsal/ventral neural tube patterning
Process	GO.0021910	2	4	9606	9606.ENSP00000249373,9606.ENSP00000379258	SMO,GLI3	1.17e-06	1.3800000000000002e-05	smoothened signaling pathway involved in ventral spinal cord patterning
Process	GO.0021938	3	4	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261	GLI1,SMO,SHH	5.599999999999999e-10	6.16e-08	smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation
Process	GO.0021953	4	169	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	8.72e-08	1.84e-06	central nervous system neuron differentiation
Process	GO.0021987	2	109	9606	9606.ENSP00000249373,9606.ENSP00000379258	SMO,GLI3	0.00047000000000000004	0.0014	cerebral cortex development
Process	GO.0022612	3	94	9606	9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SHH,PTCH1,GLI3	2.33e-06	2.24e-05	gland morphogenesis
Process	GO.0030154	6	3457	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	3.06e-05	0.00016999999999999999	cell differentiation
Process	GO.0030324	4	162	9606	9606.ENSP00000228682,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,HHIP,SHH,GLI3	7.389999999999999e-08	1.7e-06	lung development
Process	GO.0030326	3	126	9606	9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SHH,PTCH1,GLI3	5.51e-06	4.47e-05	embryonic limb morphogenesis
Process	GO.0030334	2	753	9606	9606.ENSP00000228682,9606.ENSP00000297261	GLI1,SHH	0.0201	0.0401	regulation of cell migration
Process	GO.0030850	4	41	9606	9606.ENSP00000228682,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SHH,PTCH1,GLI3	3.6400000000000004e-10	4.51e-08	prostate gland development
Process	GO.0030855	3	649	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000332353	GLI1,SMO,PTCH1	0.0006799999999999999	0.0018	epithelial cell differentiation
Process	GO.0030856	2	137	9606	9606.ENSP00000249373,9606.ENSP00000332353	SMO,PTCH1	0.00074	0.002	regulation of epithelial cell differentiation
Process	GO.0030879	3	123	9606	9606.ENSP00000249373,9606.ENSP00000332353,9606.ENSP00000379258	SMO,PTCH1,GLI3	5.14e-06	4.35e-05	mammary gland development
Process	GO.0030900	4	366	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	GLI1,SMO,SHH,GLI3	1.83e-06	1.93e-05	forebrain development
Process	GO.0030902	3	144	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261	GLI1,SMO,SHH	8.17e-06	6.0299999999999995e-05	hindbrain development
Process	GO.0031016	2	72	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.00021	0.00073	pancreas development
Process	GO.0031069	2	26	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	2.95e-05	0.00016	hair follicle morphogenesis
Process	GO.0032879	5	2524	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	0.00018999999999999998	0.0006900000000000001	regulation of localization
Process	GO.0032880	4	901	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	6.32e-05	0.00029	regulation of protein localization
Process	GO.0034504	2	164	9606	9606.ENSP00000249373,9606.ENSP00000297261	SMO,SHH	0.001	0.0027	protein localization to nucleus
Process	GO.0034613	3	1367	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353	SMO,SHH,PTCH1	0.0058	0.0125	cellular protein localization
Process	GO.0035137	2	36	9606	9606.ENSP00000297261,9606.ENSP00000332353	SHH,PTCH1	5.479999999999999e-05	0.00026000000000000003	hindlimb morphogenesis
Process	GO.0035148	2	142	9606	9606.ENSP00000297261,9606.ENSP00000332353	SHH,PTCH1	0.00079	0.0021	tube formation
Process	GO.0035239	6	615	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,HHIP,SHH,PTCH1,GLI3	9.97e-10	8.220000000000001e-08	tube morphogenesis
Process	GO.0035270	3	120	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261	GLI1,SMO,SHH	4.78e-06	4.0799999999999996e-05	endocrine system development
Process	GO.0040011	4	1144	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	0.00016	0.00061	locomotion
Process	GO.0040014	2	69	9606	9606.ENSP00000249373,9606.ENSP00000332353	SMO,PTCH1	0.00018999999999999998	0.0006900000000000001	regulation of multicellular organism growth
Process	GO.0042060	2	461	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.0079	0.0165	wound healing
Process	GO.0042127	5	1594	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	2.02e-05	0.00011999999999999999	regulation of cell population proliferation
Process	GO.0042221	4	4153	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	0.0211	0.0419	response to chemical
Process	GO.0042307	3	42	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	2.26e-07	4.07e-06	positive regulation of protein import into nucleus
Process	GO.0042475	3	78	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000379258	SMO,SHH,GLI3	1.35e-06	1.52e-05	odontogenesis of dentin-containing tooth
Process	GO.0042733	2	64	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.00016999999999999999	0.00062	embryonic digit morphogenesis
Process	GO.0043010	2	292	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	0.0032	0.0073	camera-type eye development
Process	GO.0043066	4	859	9606	9606.ENSP00000249373,9606.ENSP00000296575,9606.ENSP00000297261,9606.ENSP00000379258	SMO,HHIP,SHH,GLI3	5.24e-05	0.00025	negative regulation of apoptotic process
Process	GO.0045060	2	10	9606	9606.ENSP00000297261,9606.ENSP00000379258	SHH,GLI3	5.16e-06	4.35e-05	negative thymic T cell selection
Process	GO.0045595	5	1695	9606	9606.ENSP00000228682,9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	GLI1,SMO,SHH,PTCH1,GLI3	2.7399999999999995e-05	0.00015	regulation of cell differentiation
Process	GO.0045596	4	683	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	2.13e-05	0.00013000000000000002	negative regulation of cell differentiation
Process	GO.0045597	4	908	9606	9606.ENSP00000249373,9606.ENSP00000297261,9606.ENSP00000332353,9606.ENSP00000379258	SMO,SHH,PTCH1,GLI3	6.52e-05	0.0003	positive regulation of cell differentiation
