category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
PMID	PMID.29214147	4	16	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	3.0800000000000002e-12	8.800000000000001e-10	(2017) The Hedgehog Signaling Pathway Emerges as a Pathogenic Target.
PMID	PMID.29663653	4	13	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.52e-12	6.610000000000001e-10	(2018) The mir-7 and bag of marbles genes regulate Hedgehog pathway signaling in blood cell progenitors in Drosophila larval lymph glands.
PMID	PMID.29966604	4	21	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	8.05e-12	1.4300000000000002e-09	(2018) Hedgehog signaling from the Posterior Signaling Center maintains U-shaped expression and a prohemocyte population in Drosophila.
PMID	PMID.30288252	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2018) Gene expression analysis of potential morphogen signalling modifying factors in Panarthropoda.
PMID	PMID.31138608	4	28	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.29e-11	2.64e-09	(2019) Cell Adhesion-Mediated Actomyosin Assembly Regulates the Activity of Cubitus Interruptus for Hematopoietic Progenitor Maintenance in Drosophila.
PMID	PMID.7984239	4	8	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	3.15e-13	4.58e-10	(1994) Distinct pathways for autocrine and paracrine Wingless signalling in Drosophila embryos.
PMID	PMID.9039793	4	6	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.34e-13	4.58e-10	(1997) Hedgehog signaling in Drosophila eye and limb development - conserved machinery, divergent roles?
Process	GO.0001746	3	9	7227	7227.FBpp0077788,7227.FBpp0088443,7227.FBpp0099945	smo,ptc,hh	1.95e-09	1.4e-07	Bolwig's organ morphogenesis
Process	GO.0002385	3	13	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0099945	smo,ci,hh	4.96e-09	2.1399999999999998e-07	mucosal immune response
Process	GO.0006357	2	696	7227	7227.FBpp0088245,7227.FBpp0099945	ci,hh	0.013999999999999999	0.033	regulation of transcription by RNA polymerase II
Process	GO.0006508	2	838	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	0.0201	0.0469	proteolysis
Process	GO.0006928	2	680	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	0.0134	0.0317	movement of cell or subcellular component
Process	GO.0006935	2	269	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	0.0022	0.0061	chemotaxis
Process	GO.0007224	4	30	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.95e-11	4.25e-09	smoothened signaling pathway
Process	GO.0007346	4	193	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	3.87e-08	1.29e-06	regulation of mitotic cell cycle
Process	GO.0007350	3	196	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0099945	smo,ci,hh	1.1400000000000001e-05	0.00011	blastoderm segmentation
Process	GO.0007367	2	37	7227	7227.FBpp0088245,7227.FBpp0099945	ci,hh	4.5600000000000004e-05	0.00028	segment polarity determination
Process	GO.0007409	2	300	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	0.0027	0.0073	axonogenesis
Process	GO.0007455	2	42	7227	7227.FBpp0077788,7227.FBpp0088443	smo,ptc	5.8200000000000005e-05	0.00033999999999999997	eye-antennal disc morphogenesis
Process	GO.0007476	2	272	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	0.0023	0.0062	imaginal disc-derived wing morphogenesis
Process	GO.0007560	3	389	7227	7227.FBpp0077788,7227.FBpp0088443,7227.FBpp0099945	smo,ptc,hh	8.65e-05	0.00043	imaginal disc morphogenesis
Process	GO.0008406	2	52	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	8.8e-05	0.00043	gonad development
Process	GO.0009880	4	213	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	5.7199999999999996e-08	1.77e-06	embryonic pattern specification
Process	GO.0009966	4	778	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	9.84e-06	9.449999999999999e-05	regulation of signal transduction
Process	GO.0009967	3	320	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0099945	smo,ci,hh	4.85e-05	0.00029	positive regulation of signal transduction
Process	GO.0009968	2	303	7227	7227.FBpp0077788,7227.FBpp0088443	smo,ptc	0.0028	0.0074	negative regulation of signal transduction
Process	GO.0030707	4	306	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.4e-07	5.77e-06	ovarian follicle cell development
Process	GO.0032879	3	404	7227	7227.FBpp0077788,7227.FBpp0088443,7227.FBpp0099945	smo,ptc,hh	9.68e-05	0.00044	regulation of localization
Process	GO.0035215	3	50	7227	7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	ci,ptc,hh	2.07e-07	5.27e-06	genital disc development
Process	GO.0035217	2	4	7227	7227.FBpp0088245,7227.FBpp0099945	ci,hh	9.27e-07	1.4300000000000002e-05	labial disc development
Process	GO.0035224	2	8	7227	7227.FBpp0088245,7227.FBpp0099945	ci,hh	2.78e-06	3.3299999999999996e-05	genital disc anterior/posterior pattern formation
Process	GO.0035277	2	23	7227	7227.FBpp0088245,7227.FBpp0099945	ci,hh	1.85e-05	0.00015	spiracle morphogenesis, open tracheal system
Process	GO.0042078	2	46	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	6.94e-05	0.00037	germ-line stem cell division
Process	GO.0042981	2	209	7227	7227.FBpp0077788,7227.FBpp0088443	smo,ptc	0.0013	0.0039	regulation of apoptotic process
Process	GO.0045165	2	325	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	0.0032	0.0084	cell fate commitment
Process	GO.0048099	3	4	7227	7227.FBpp0077788,7227.FBpp0088443,7227.FBpp0099945	smo,ptc,hh	3.1e-10	3.35e-08	anterior/posterior lineage restriction, imaginal disc
Process	GO.0048100	4	11	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	8.690000000000001e-13	3.75e-10	wing disc anterior/posterior pattern formation
Process	GO.0048103	2	54	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	9.470000000000001e-05	0.00044	somatic stem cell division
Process	GO.0048523	3	1198	7227	7227.FBpp0077788,7227.FBpp0088443,7227.FBpp0099945	smo,ptc,hh	0.0024	0.0065	negative regulation of cellular process
Process	GO.0048592	4	275	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.57e-07	4.53e-06	eye morphogenesis
Process	GO.0048667	3	398	7227	7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	ci,ptc,hh	9.259999999999999e-05	0.00043	cell morphogenesis involved in neuron differentiation
Process	GO.0048812	3	408	7227	7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	ci,ptc,hh	9.96e-05	0.00045	neuron projection morphogenesis
Process	GO.0060914	2	6	7227	7227.FBpp0088245,7227.FBpp0099945	ci,hh	1.73e-06	2.26e-05	heart formation
Process	GO.1903829	2	24	7227	7227.FBpp0077788,7227.FBpp0099945	smo,hh	2e-05	0.00015	positive regulation of cellular protein localization
Process	GO.1904263	2	20	7227	7227.FBpp0077788,7227.FBpp0088245	smo,ci	1.42e-05	0.00011999999999999999	positive regulation of TORC1 signaling
Process	GO.2000026	3	526	7227	7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	ci,ptc,hh	0.00021	0.00078	regulation of multicellular organismal development
Process	GO.2000045	2	25	7227	7227.FBpp0077788,7227.FBpp0088245	smo,ci	2.1600000000000003e-05	0.00016	regulation of G1/S transition of mitotic cell cycle
Process	GO.2000274	2	11	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	4.81e-06	5.3299999999999995e-05	regulation of epithelial cell migration, open tracheal system
RCTM	DME-162582	4	767	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	9.3e-06	2.14e-05	Signal Transduction
RCTM	DME-209214	2	19	7227	7227.FBpp0077788,7227.FBpp0088245	smo,ci	1.3000000000000001e-05	2.71e-05	Phosphorylation of SMO
RCTM	DME-209338	4	7	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.1e-13	4.83e-12	Assembly of the 'signalling complexes'
RCTM	DME-209392	4	65	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	5.5e-10	4.220000000000001e-09	Hedgehog pathway
RCTM	DME-209452	4	57	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	3.32e-10	3.8200000000000005e-09	N-HH ligand bound to PTC receptor complex
RCTM	DME-216119	2	4	7227	7227.FBpp0077788,7227.FBpp0088245	smo,ci	9.27e-07	3.04e-06	Activation of CI
RCTM	DME-216217	2	19	7227	7227.FBpp0077788,7227.FBpp0088245	smo,ci	1.3000000000000001e-05	2.71e-05	Activation of SMO
RCTM	DME-5252538	4	168	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.2400000000000002e-08	8.59e-08	Drosophila signaling pathways
RCTM	DME-5358351	4	117	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	5.41e-09	2.49e-08	Signaling by Hedgehog
RCTM	DME-5610787	3	94	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443	smo,ci,ptc	1.3e-06	3.73e-06	Hedgehog 'off' state
RCTM	DME-5632681	2	5	7227	7227.FBpp0088443,7227.FBpp0099945	ptc,hh	1.3e-06	3.73e-06	Ligand-receptor interactions
RCTM	DME-5632684	4	77	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.06e-09	6.09e-09	Hedgehog 'on' state
