id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
.UPK:0677	o	13.891	11.217	1.238	161	1159	130	1159	0.0599	0.51	Repeat	P00927, P02829, P03965, P04147, P04710, P05453, P06105, P06787, P07213, P07248, P07259, P07278, P09798, P09959, P10080, P10869, P10962, P12945, P13393, P13712, P14742, P14906, P14907, P14922, P15108, P15705, P15891, P16521, P16649, P17442, P17536, P17967, P18239, P19262, P19659, P20053, P20676, P21538, P22035, P22082, P22137, P22515, P22579, P25302, P25357, P25365, P25491, P25555, P25631, P25694, P27476, P27692, P28707, P29055, P29056, P31383, P31539, P32074, P32432, P32499, P32521, P32565, P32599, P32639, P32657, P32776, P33203, P33302, P33313, P33322, P33416, P33417, P33750, P33892, P34167, P34216, P35169, P35191, P35194, P35817, P36047, P37838, P38011, P38087, P38129, P38142, P38144, P38199, P38695, P38850, P38988, P39004, P39010, P39109, P39678, P39705, P39956, P39959, P39968, P40024, P40055, P40069, P40161, P41696, P41805, P41810, P41811, P43535, P43583, P47077, P47120, P48234, P49573, P49687, P50094, P50095, P53141, P53235, P53551, P53622, P53691, P53883, P53940, P80428, P89105, Q01454, Q01560, Q02206, Q02486, Q02792, Q02821, Q02908, Q03195, Q03690, Q03774, Q03790, Q03833, Q04002, Q04013, Q04225, Q04545, Q04660, Q04779, Q05022, Q05166, Q06053, Q06106, Q06214, Q06440, Q06506, Q06679, Q08686, Q08925, Q08972, Q12118, Q12186, Q12220, Q12309, Q12363, Q12751, Q99383
.UPK:0511	o	1.812	1.467	1.235	21	1159	17	1159	0.624	1	Multifunctional enzyme	P00815, P00937, P06106, P07149, P07244, P07245, P07259, P08566, P09440, P0C2I9, P19097, P29704, P32327, P38009, P38859, P54113, Q00955, Q01217, Q03434, Q04728, Q12472
..UPK:0548	o	1.381	1.122	1.231	16	1159	13	1159	0.709	1	Nucleotidyltransferase	P0C2I9, P10964, P13382, P15436, P16550, P17890, P21269, P21951, P22138, P32861, P46957, P47110, Q01080, Q03434, Q06178, Q12472
.UPK:0436	o	4.142	3.365	1.231	48	1159	39	1159	0.382	1	Ligase	P00958, P03965, P04801, P04802, P04803, P07244, P07245, P07259, P07263, P07284, P07806, P09436, P09440, P13188, P15180, P15624, P15625, P22515, P26637, P27616, P28274, P30624, P32288, P32327, P36421, P38088, P38137, P38625, P38705, P38707, P38708, P38972, P39002, P40506, P40825, P46655, P48525, P49089, P52488, P52910, P53312, P53598, P53852, P80210, Q00955, Q01574, Q05506, Q12109
.UPK:0143	o	3.796	3.106	1.222	44	1159	36	1159	0.426	1	Chaperone	P02829, P06101, P0CS91, P11484, P12612, P14906, P15108, P19882, P21560, P25491, P28707, P31539, P32447, P32527, P32589, P33313, P33416, P35191, P38345, P38523, P38636, P38910, P39077, P39078, P39079, P40005, P40019, P40046, P40161, P40202, P40413, P47079, P48606, P52553, P53193, P53940, Q04004, Q04401, Q06205, Q07914, Q12118, Q12287, Q12449, Q12513
..UPK:0411	o	0.949	0.777	1.222	11	1159	9	1159	0.823	1	Iron-sulfur	P07264, P13382, P15436, P19414, P21951, P25374, P38859, P39522, P39533, Q02908, Q08822
.UPK:0346	o	3.365	2.761	1.219	39	1159	32	1159	0.47	1	Stress response	P02829, P09435, P0CS91, P10080, P10591, P10592, P11484, P15108, P15705, P15731, P15992, P16474, P19882, P22943, P25491, P27476, P28777, P31539, P31688, P32432, P32449, P32589, P32590, P33416, P33892, P35191, P40106, P40489, P40491, P43535, P53193, P53889, Q00055, Q00764, Q06704, Q08422, Q12329, Q12449, Q99287
..UPK:0067	o	16.393	13.546	1.210	190	1159	157	1159	0.0624	0.51	ATP-binding	P00498, P00549, P00560, P00815, P00830, P00958, P02829, P03965, P04801, P04802, P04803, P04806, P04807, P05030, P06634, P06786, P07170, P07244, P07245, P07251, P07259, P07263, P07284, P07806, P08566, P09435, P09436, P09440, P0C2I9, P0CS91, P10081, P10591, P10592, P10659, P10869, P11484, P12612, P13188, P13587, P14682, P15108, P15180, P15424, P15454, P15624, P15625, P15700, P15731, P15790, P16474, P16521, P16550, P16861, P16862, P17157, P17255, P17423, P17709, P19358, P19454, P19882, P20095, P20447, P20448, P20449, P21269, P21373, P21965, P22082, P22515, P23292, P23293, P24384, P24783, P25371, P25694, P26637, P27616, P28263, P28273, P28274, P29295, P29468, P30624, P31412, P31539, P32190, P32264, P32288, P32327, P32377, P32589, P32590, P32597, P32639, P32657, P32892, P33297, P33298, P33299, P33302, P33416, P35169, P35187, P36009, P36010, P36059, P36421, P36775, P38086, P38088, P38112, P38144, P38219, P38625, P38630, P38689, P38705, P38707, P38708, P38788, P38859, P38972, P39002, P39073, P39077, P39078, P39079, P39109, P39517, P39925, P39986, P40024, P40151, P40160, P40327, P40348, P40413, P40562, P40825, P41896, P42938, P43535, P46655, P47037, P47047, P47079, P47117, P47143, P48525, P49089, P51979, P52488, P52910, P53312, P53549, P53852, P53914, P54838, P60010, Q00416, Q00955, Q01163, Q01217, Q01389, Q01574, Q01852, Q01939, Q02159, Q02196, Q03195, Q03434, Q03532, Q03940, Q04217, Q04409, Q04500, Q05471, Q05506, Q06178, Q06218, Q06685, Q07478, Q08965, Q08972, Q12109, Q12154, Q12265, Q12389, Q12472
..UPK:0057	o	0.518	0.431	1.200	6	1159	5	1159	1	1	Aromatic amino acid biosynthesis	P00899, P00931, P00937, P08566, P28777, P32449
..UPK:0575	o	0.518	0.431	1.200	6	1159	5	1159	1	1	Peroxidase	P06115, P34227, P34760, P38013, P40553, P40581
.UPK:0233	o	0.518	0.431	1.200	6	1159	5	1159	1	1	DNA recombination	P06778, P0C2I9, P38086, Q03434, Q05812, Q12472
...UPK:0788	o	0.518	0.431	1.200	6	1159	5	1159	1	1	Thiol protease	P25037, P32571, P43588, Q01476, Q02724, Q03792
.UPK:0786	o	0.518	0.431	1.200	6	1159	5	1159	1	1	Thiamine pyrophosphate	P06169, P07342, P16387, P20967, P23254, P32473
.UPK:0819	o	1.639	1.381	1.188	19	1159	16	1159	0.734	1	tRNA processing	P15565, P25374, P38205, P38336, P38793, P41812, P41814, P53072, P53833, P53905, P53914, Q00416, Q01329, Q03774, Q06053, Q06406, Q08647, Q12211, Q9URQ3
..UPK:0489	o	1.639	1.381	1.188	19	1159	16	1159	0.734	1	Methyltransferase	P05374, P05694, P06785, P15565, P15646, P25087, P25582, P25627, P38074, P38205, P38793, P38827, P38961, P40493, P49017, Q04371, Q06287, Q12314, Q12504
.UPK:0816	o	1.122	0.949	1.182	13	1159	11	1159	0.838	1	Tricarboxylic acid cycle	P00890, P08417, P17505, P19262, P19414, P20967, P21954, P28241, P28834, P32419, P53312, P53598, Q00711
.UPK:0520	o	3.451	2.934	1.176	40	1159	34	1159	0.555	1	NAD	P00330, P00331, P00358, P00359, P00360, P00815, P07149, P07246, P07275, P09624, P17505, P19097, P21373, P28241, P28834, P32340, P32419, P32614, P32771, P33327, P36013, P36059, P38115, P38626, P38791, P39676, P39714, P39954, P40047, P40495, P40510, P46367, P50094, P50095, P53199, Q00055, Q02046, Q02961, Q06053, Q06178
.UPK:0749	o	0.604	0.518	1.167	7	1159	6	1159	1	1	Sporulation	P35817, P53075, P53865, Q03868, Q04409, Q06350, Q12508
.UPK:0137	o	0.604	0.518	1.167	7	1159	6	1159	1	1	Centromere	P17106, P32504, P33322, P38198, P53148, P53168, P53267
UPK:9999	o	64.366	55.479	1.160	746	1159	643	1159	1.52e-05	0.000479	Biological process	O13297, O14467, P00044, P00358, P00359, P00360, P00498, P00549, P00560, P00815, P00830, P00890, P00899, P00924, P00925, P00927, P00931, P00937, P00942, P00950, P00958, P01123, P02406, P02829, P02994, P03871, P03872, P03965, P04147, P04710, P04801, P04802, P04803, P04806, P04807, P04840, P04911, P05030, P05374, P05453, P05626, P05694, P05755, P06101, P06106, P06115, P06168, P06169, P06208, P06634, P06738, P06778, P06785, P06843, P07149, P07244, P07245, P07248, P07251, P07253, P07256, P07257, P07259, P07260, P07261, P07263, P07264, P07275, P07280, P07284, P07342, P07560, P07806, P08417, P08465, P08524, P08566, P09064, P09201, P09435, P09436, P09440, P09457, P09798, P09938, P09950, P09959, P0C2I9, P0CS91, P0CT05, P0CX37, P10080, P10081, P10591, P10592, P10659, P10869, P10962, P10964, P11076, P11412, P11484, P11632, P11633, P12383, P12385, P12684, P12709, P12887, P13188, P13298, P13382, P13393, P13574, P13587, P13663, P14066, P14164, P14540, P14682, P14832, P14906, P14907, P14922, P15019, P15108, P15180, P15424, P15436, P15565, P15624, P15625, P15646, P15700, P15705, P15731, P15873, P15992, P16120, P16140, P16387, P16474, P16521, P16622, P16649, P16861, P16862, P17106, P17255, P17423, P17505, P17629, P17695, P17709, P17890, P17898, P18239, P18412, P18480, P18888, P19097, P19262, P19263, P19358, P19414, P19659, P19812, P19882, P20050, P20051, P20053, P20095, P20134, P20447, P20448, P20449, P20676, P20967, P21147, P21538, P21576, P21951, P21954, P21957, P22035, P22082, P22134, P22138, P22147, P22203, P22217, P22515, P22579, P22936, P22943, P23255, P23301, P23615, P24280, P24384, P24783, P25037, P25039, P25040, P25087, P25297, P25302, P25365, P25369, P25371, P25372, P25374, P25441, P25443, P25491, P25502, P25554, P25582, P25588, P25627, P25694, P26637, P26793, P27476, P27616, P27692, P28004, P28241, P28263, P28272, P28274, P28777, P28817, P28834, P29055, P29056, P29295, P29468, P29539, P29547, P29704, P30624, P30822, P30902, P31111, P31116, P31373, P31378, P31385, P31412, P31539, P31688, P31787, P32074, P32190, P32264, P32324, P32327, P32353, P32377, P32389, P32419, P32432, P32445, P32447, P32449, P32457, P32462, P32463, P32468, P32471, P32473, P32494, P32495, P32497, P32499, P32521, P32558, P32561, P32563, P32571, P32582, P32589, P32590, P32591, P32597, P32602, P32639, P32657, P32776, P32787, P32832, P32833, P32892, P32901, P32911, P32939, P33201, P33203, P33302, P33309, P33322, P33330, P33331, P33333, P33411, P33416, P33417, P33750, P33891, P33892, P34161, P34167, P34216, P34237, P34247, P35169, P35177, P35189, P35191, P35194, P35691, P35723, P35817, P36008, P36009, P36010, P36018, P36036, P36047, P36049, P36053, P36080, P36084, P36124, P36136, P36147, P36149, P36421, P37012, P37291, P37292, P37838, P38009, P38071, P38075, P38077, P38086, P38087, P38088, P38112, P38116, P38121, P38122, P38129, P38139, P38140, P38142, P38144, P38153, P38157, P38158, P38198, P38199, P38205, P38249, P38255, P38264, P38282, P38333, P38336, P38351, P38431, P38625, P38630, P38636, P38689, P38695, P38705, P38707, P38708, P38720, P38768, P38779, P38787, P38791, P38793, P38801, P38803, P38804, P38805, P38806, P38850, P38859, P38879, P38882, P38883, P38891, P38920, P38931, P38961, P38972, P38988, P39001, P39002, P39004, P39073, P39109, P39111, P39517, P39520, P39521, P39522, P39533, P39676, P39678, P39705, P39715, P39730, P39744, P39927, P39935, P39954, P39956, P39986, P40007, P40010, P40012, P40018, P40055, P40069, P40078, P40106, P40154, P40160, P40161, P40312, P40316, P40348, P40470, P40489, P40491, P40493, P40495, P40505, P40506, P40510, P40517, P40535, P40545, P40553, P40562, P40693, P40825, P40963, P40970, P41696, P41807, P41810, P41811, P41812, P41814, P41895, P41896, P41920, P41940, P42073, P42846, P42940, P42949, P43535, P43572, P43579, P43583, P43586, P43588, P43609, P43621, P45976, P46655, P46669, P46678, P46947, P46956, P46957, P46969, P47006, P47008, P47019, P47037, P47047, P47077, P47083, P47110, P47119, P47120, P47143, P47176, P48164, P48234, P48240, P48360, P48525, P48570, P48836, P49017, P49089, P49573, P49687, P49723, P50094, P50095, P50104, P50105, P50861, P52488, P53040, P53044, P53063, P53064, P53072, P53075, P53079, P53114, P53136, P53141, P53165, P53168, P53184, P53192, P53193, P53199, P53235, P53254, P53261, P53267, P53276, P53312, P53313, P53318, P53438, P53552, P53598, P53622, P53628, P53718, P53725, P53741, P53742, P53743, P53833, P53852, P53854, P53860, P53865, P53889, P53905, P53909, P53914, P53927, P53941, P53946, P53973, P54113, P54838, P54839, P54885, P69771, P80210, P80428, P89105, P89886, Q00055, Q00416, Q00711, Q00764, Q00916, Q00955, Q01080, Q01217, Q01329, Q01448, Q01454, Q01476, Q01560, Q01852, Q01855, Q01926, Q02046, Q02159, Q02196, Q02201, Q02206, Q02336, Q02455, Q02642, Q02647, Q02724, Q02775, Q02776, Q02792, Q02821, Q02892, Q02908, Q03195, Q03280, Q03330, Q03338, Q03434, Q03532, Q03661, Q03750, Q03761, Q03774, Q03790, Q03833, Q03868, Q03940, Q03973, Q04002, Q04003, Q04004, Q04013, Q04031, Q04067, Q04116, Q04178, Q04217, Q04225, Q04226, Q04409, Q04500, Q04545, Q04660, Q04673, Q04693, Q04728, Q04779, Q05021, Q05022, Q05040, Q05123, Q05166, Q05471, Q05506, Q05543, Q05580, Q05775, Q05779, Q05812, Q05911, Q05942, Q05958, Q06053, Q06106, Q06178, Q06218, Q06224, Q06287, Q06337, Q06338, Q06344, Q06350, Q06405, Q06406, Q06411, Q06505, Q06506, Q06508, Q06511, Q06624, Q06629, Q06631, Q06639, Q06671, Q06673, Q06679, Q06697, Q06704, Q07457, Q07458, Q07478, Q07540, Q07794, Q07878, Q07914, Q07953, Q08162, Q08208, Q08237, Q08421, Q08422, Q08647, Q08649, Q08746, Q08822, Q08887, Q08923, Q08925, Q08965, Q08972, Q08981, Q12018, Q12060, Q12074, Q12080, Q12109, Q12114, Q12122, Q12136, Q12149, Q12154, Q12159, Q12166, Q12186, Q12211, Q12220, Q12247, Q12265, Q12306, Q12309, Q12329, Q12345, Q12363, Q12389, Q12408, Q12433, Q12449, Q12460, Q12472, Q12480, Q12499, Q12508, Q12514, Q12692, Q12754, Q2V2Q1, Q3E705, Q3E754, Q6Q547, Q99207, Q99216, Q99287, Q99314, Q99383, Q9URQ3
.UPK:0028	o	3.796	3.279	1.158	44	1159	38	1159	0.574	1	Amino-acid biosynthesis	P00498, P00815, P00899, P00927, P00931, P00937, P03965, P05694, P06106, P06168, P06208, P07245, P07264, P07342, P08465, P08566, P09440, P10869, P13663, P16120, P17423, P28777, P31116, P31373, P32264, P32389, P32449, P32582, P33330, P38891, P39522, P39533, P40495, P40510, P40545, P47176, P48570, P49089, P54885, Q01217, Q02196, Q04728, Q12122, Q12166
.UPK:0547	o	18.982	16.566	1.146	220	1159	192	1159	0.142	0.918	Nucleotide-binding	P00498, P00549, P00560, P00815, P00830, P00958, P01120, P01123, P02829, P02994, P03965, P04801, P04802, P04803, P04806, P04807, P05030, P05453, P06634, P06786, P07170, P07244, P07245, P07251, P07259, P07263, P07278, P07284, P07560, P07806, P08566, P09435, P09436, P09440, P0C2I9, P0CS91, P10081, P10591, P10592, P10659, P10869, P11076, P11484, P12612, P13188, P13587, P14682, P15108, P15180, P15424, P15454, P15624, P15625, P15700, P15731, P15790, P16474, P16521, P16550, P16861, P16862, P17157, P17255, P17423, P17709, P18562, P19358, P19454, P19882, P20095, P20424, P20447, P20448, P20449, P21269, P21373, P21576, P21965, P22082, P22515, P23292, P23293, P24384, P24783, P25039, P25371, P25694, P26637, P27616, P28263, P28273, P28274, P29295, P29468, P30624, P31412, P31539, P32190, P32264, P32288, P32324, P32327, P32377, P32457, P32468, P32589, P32590, P32597, P32639, P32657, P32892, P32939, P33297, P33298, P33299, P33302, P33416, P35169, P35187, P36009, P36010, P36018, P36059, P36421, P36775, P38086, P38088, P38112, P38116, P38144, P38219, P38431, P38625, P38630, P38689, P38705, P38707, P38708, P38788, P38859, P38972, P39002, P39073, P39077, P39078, P39079, P39109, P39517, P39730, P39925, P39986, P40010, P40024, P40151, P40160, P40327, P40348, P40413, P40562, P40825, P41896, P41940, P42938, P43535, P46655, P47037, P47047, P47079, P47117, P47119, P47143, P48525, P49089, P51979, P52488, P52910, P53063, P53312, P53549, P53598, P53742, P53852, P53914, P54838, P60010, P80210, Q00416, Q00955, Q01163, Q01217, Q01389, Q01574, Q01852, Q01939, Q02159, Q02196, Q02892, Q03195, Q03434, Q03532, Q03940, Q04178, Q04217, Q04344, Q04409, Q04500, Q05471, Q05506, Q06178, Q06218, Q06685, Q07478, Q08965, Q08972, Q12109, Q12154, Q12265, Q12389, Q12472, Q99287
.UPK:0597	o	53.063	46.851	1.133	615	1159	543	1159	0.00318	0.0528	Phosphoprotein	O13297, O14467, P00330, P00331, P00358, P00359, P00445, P00447, P00549, P00560, P00817, P00830, P00899, P00924, P00925, P00931, P00937, P00942, P00950, P01120, P01123, P02293, P02294, P02309, P02829, P02994, P04037, P04147, P04449, P04801, P04802, P04806, P04807, P04840, P04911, P05030, P05317, P05453, P05626, P05694, P05739, P05740, P05750, P05755, P05756, P05759, P06101, P06105, P06106, P06168, P06169, P06634, P06738, P06778, P06786, P06787, P06843, P07149, P07213, P07244, P07245, P07248, P07251, P07253, P07257, P07259, P07260, P07261, P07264, P07278, P07283, P07560, P07806, P08417, P09064, P09201, P09436, P09440, P09798, P09938, P09959, P0C2I9, P0CS91, P0CT05, P0CX23, P0CX25, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX43, P0CX45, P0CX53, P0CX84, P10080, P10081, P10507, P10591, P10592, P10869, P10964, P11412, P11484, P12383, P12385, P12684, P12709, P12945, P13188, P13298, P13382, P13574, P13663, P14126, P14164, P14540, P14682, P14742, P14832, P14906, P14907, P14922, P15108, P15180, P15436, P15454, P15705, P15731, P15891, P15992, P16120, P16140, P16387, P16521, P16550, P16649, P16861, P16862, P16965, P17106, P17157, P17255, P17442, P17505, P17536, P17629, P17695, P17709, P17890, P17891, P18412, P18480, P18562, P18888, P19097, P19262, P19263, P19414, P19659, P19812, P19882, P20134, P20448, P20449, P20676, P21243, P21373, P21538, P21576, P21957, P21965, P22082, P22134, P22138, P22141, P22147, P22515, P22579, P22936, P22943, P23248, P23254, P23255, P23292, P23293, P23301, P23542, P23615, P24280, P24783, P25037, P25087, P25297, P25302, P25357, P25365, P25371, P25375, P25441, P25451, P25554, P25555, P25567, P25582, P25588, P25694, P26321, P26637, P26783, P26784, P26785, P26793, P27692, P28241, P28273, P28495, P28817, P29056, P29295, P29311, P29468, P29509, P29539, P29547, P29952, P30822, P31111, P31373, P31385, P31539, P32074, P32288, P32324, P32356, P32379, P32380, P32389, P32432, P32457, P32463, P32471, P32494, P32497, P32499, P32504, P32521, P32527, P32558, P32561, P32565, P32571, P32582, P32583, P32589, P32591, P32597, P32614, P32639, P32657, P32776, P32832, P32833, P32861, P32892, P32898, P32901, P33203, P33297, P33299, P33302, P33322, P33327, P33330, P33399, P33417, P33442, P34167, P34216, P34219, P34227, P34237, P34730, P34760, P35177, P35691, P35719, P35817, P36010, P36015, P36018, P36047, P36049, P36053, P36059, P36084, P36124, P36154, P36160, P36421, P37012, P37291, P37303, P37838, P38011, P38013, P38071, P38088, P38112, P38115, P38121, P38129, P38144, P38198, P38199, P38205, P38219, P38249, P38264, P38266, P38333, P38336, P38351, P38431, P38630, P38708, P38720, P38788, P38806, P38827, P38833, P38845, P38850, P38859, P38879, P38882, P38891, P38910, P38911, P38920, P38931, P38934, P38961, P38996, P39001, P39004, P39010, P39015, P39077, P39079, P39109, P39520, P39521, P39676, P39678, P39705, P39714, P39715, P39730, P39744, P39927, P39935, P39954, P39956, P39960, P39968, P39986, P40002, P40007, P40010, P40019, P40024, P40029, P40040, P40069, P40075, P40106, P40154, P40160, P40161, P40212, P40316, P40317, P40457, P40470, P40495, P40505, P40510, P40513, P40517, P40531, P40535, P40693, P40825, P41057, P41058, P41277, P41696, P41805, P41810, P41811, P41812, P41813, P41895, P41896, P41920, P41940, P42846, P43579, P43583, P43585, P43586, P43603, P43609, P43616, P43621, P45976, P46367, P46655, P46669, P46678, P46957, P46990, P47006, P47047, P47079, P47083, P47110, P47120, P48164, P48234, P48361, P48570, P48606, P49089, P49573, P49687, P49723, P50094, P50105, P52893, P52910, P53044, P53063, P53064, P53072, P53079, P53090, P53148, P53235, P53252, P53254, P53261, P53267, P53276, P53278, P53297, P53312, P53313, P53438, P53551, P53617, P53718, P53725, P53741, P53742, P53743, P53852, P53854, P53865, P53883, P53914, P53946, P54838, P54839, P61830, P69771, P80428, P89105, Q00055, Q00955, Q01080, Q01217, Q01329, Q01389, Q01448, Q01454, Q01476, Q01560, Q02201, Q02206, Q02326, Q02455, Q02642, Q02724, Q02725, Q02775, Q02792, Q02892, Q02950, Q03012, Q03048, Q03063, Q03195, Q03280, Q03281, Q03373, Q03388, Q03434, Q03532, Q03558, Q03661, Q03690, Q03707, Q03750, Q03761, Q03774, Q03790, Q03833, Q04002, Q04031, Q04067, Q04116, Q04217, Q04225, Q04226, Q04347, Q04383, Q04409, Q04500, Q04545, Q04660, Q04773, Q04779, Q04869, Q04894, Q04947, Q05021, Q05022, Q05040, Q05050, Q05166, Q05506, Q05580, Q05775, Q05812, Q05905, Q05942, Q05958, Q06103, Q06106, Q06177, Q06178, Q06205, Q06224, Q06337, Q06338, Q06344, Q06440, Q06449, Q06505, Q06506, Q06511, Q06624, Q06631, Q06639, Q06673, Q06685, Q06697, Q06704, Q07478, Q07551, Q07878, Q08208, Q08245, Q08421, Q08422, Q08649, Q08686, Q08887, Q08923, Q08965, Q08972, Q08981, Q12020, Q12080, Q12114, Q12118, Q12122, Q12136, Q12149, Q12156, Q12159, Q12186, Q12230, Q12265, Q12305, Q12306, Q12314, Q12329, Q12345, Q12363, Q12389, Q12433, Q12434, Q12460, Q12495, Q12513, Q12514, Q12515, Q12754, Q6Q547, Q99216, Q99314, Q99383
.UPK:0949	o	1.553	1.381	1.125	18	1159	16	1159	0.863	1	S-adenosyl-L-methionine	P05374, P15565, P15646, P25087, P25582, P25627, P38074, P38205, P38793, P38827, P38961, P40493, P49017, Q02908, Q04371, Q06287, Q12314, Q12504
..UPK:0509	o	1.553	1.381	1.125	18	1159	16	1159	0.863	1	mRNA transport	P04147, P14907, P20449, P20676, P32499, P36036, P38199, P39517, P39705, P40069, P43586, P49687, Q02455, Q03280, Q03790, Q05166, Q07478, Q08972
