id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
...GO:0030541	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	plasmid partitioning	P03871, P03872, Q04002
....GO:0043139	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	5'-3' DNA helicase activity	P38859, Q00416, Q03940
...GO:0032545	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	CURI complex	P39520, P39521, P53254
.......GO:0001015	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	snoRNA transcription from an RNA polymerase II promoter	P38351, P53064, P89105
.......GO:0009302	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	snoRNA transcription	P38351, P53064, P89105
........GO:0000411	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	positive regulation of transcription by galactose	P01120, P38931, P39073
.......GO:0000409	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	regulation of transcription by galactose	P01120, P38931, P39073
........GO:0032785	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of DNA-templated transcription, elongation	P27692, P40466, Q02792
...GO:0000384	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	first spliceosomal transesterification activity	P28004, P28320, Q12309
.......GO:0006538	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	glutamate catabolic process	P33327, Q01802, Q04792
........GO:0045996	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of transcription by pheromones	P13574, Q03063, Q03373
.........GO:0046020	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of transcription from RNA polymerase II promoter by pheromones	P13574, Q03063, Q03373
......GO:0043007	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	maintenance of rDNA	P53297, Q03707, Q07794
.......GO:0031440	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	regulation of mRNA 3'-end processing	P23615, P42073, P53297
..........GO:0000416	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	positive regulation of histone H3-K36 methylation	P38351, P89105, Q06697
...........GO:2001255	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	positive regulation of histone H3-K36 trimethylation	P38351, P89105, Q06697
..........GO:2001253	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	regulation of histone H3-K36 trimethylation	P38351, P89105, Q06697
....GO:0044818	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	mitotic G2/M transition checkpoint	P21951, P38850, Q12114
.....GO:0033314	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	mitotic DNA replication checkpoint	P21951, P38850, Q12114
........GO:1902750	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of cell cycle G2/M phase transition	P21951, P38850, Q12114
.......GO:1902749	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	regulation of cell cycle G2/M phase transition	P21951, P38850, Q12114
.......GO:0010389	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	regulation of G2/M transition of mitotic cell cycle	P21951, P38850, Q12114
........GO:0010972	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of G2/M transition of mitotic cell cycle	P21951, P38850, Q12114
.....GO:0090576	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	RNA polymerase III transcription factor complex	P13393, P29056, P46678
......GO:0001112	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	DNA-templated transcriptional open complex formation	P29055, P29056, P46678
....GO:0034367	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	macromolecular complex remodeling	P29055, P29056, P46678
.....GO:0001120	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	protein-DNA complex remodeling	P29055, P29056, P46678
...GO:0001007	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	transcription factor activity, RNA polymerase III transcription factor binding	P13393, P29056, P46678
...GO:0097240	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	chromosome attachment to the nuclear envelope	P38850, Q03281, Q03707
.....GO:0010529	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of transposition	P38850, Q05543, Q07794
......GO:0010526	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of transposition, RNA-mediated	P38850, Q05543, Q07794
....GO:0071007	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	U2-type catalytic step 2 spliceosome	P24384, P28004, Q12309
........GO:0045014	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of transcription by glucose	P07261, P16649, P23615
.........GO:0000433	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	negative regulation of transcription from RNA polymerase II promoter by glucose	P07261, P16649, P23615
........GO:0000430	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	regulation of transcription from RNA polymerase II promoter by glucose	P07261, P16649, P23615
...GO:0016531	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	copper chaperone activity	P38636, P40202, Q12287
....GO:0015680	o	0.261	0.087	3.000	3	1151	1	1151	0.625	1	intracellular copper ion transport	P38636, P40202, Q12287
.....GO:0016410	o	2.346	0.782	3.000	27	1151	9	1151	0.00367	0.144	N-acyltransferase activity	P09950, P12945, P32494, P38806, P39979, P40963, P43572, P43577, P53165, P53914, P60010, P80428, Q01217, Q02336, Q02908, Q03330, Q03761, Q04003, Q04728, Q06592, Q07794, Q08649, Q08689, Q12060, Q12433, Q12447, Q99314
......GO:0008408	o	0.782	0.261	3.000	9	1151	3	1151	0.145	1	3'-5' exonuclease activity	P13382, P15436, P21951, P22936, P46957, P47110, Q08162, Q08237, Q12149
.......GO:0006473	o	2.606	0.869	3.000	30	1151	10	1151	0.00204	0.097	protein acetylation	P12945, P25554, P32447, P32494, P35177, P35189, P38129, P38806, P39979, P40963, P43572, P52910, P53040, P53165, P60010, P80428, Q01574, Q02336, Q02908, Q03330, Q03761, Q03940, Q04003, Q06592, Q07794, Q08649, Q08689, Q12060, Q12433, Q99314
....GO:0070603	o	1.998	0.695	2.875	23	1151	8	1151	0.0102	0.31	SWI/SNF superfamily-type complex	P18480, P18888, P22082, P32591, P32597, P32832, P35189, P35817, P38144, P40154, P43579, P43609, P53628, P53946, P60010, P80428, Q02206, Q03388, Q03940, Q05123, Q05471, Q06639, Q12345
......GO:0044212	o	3.215	1.129	2.846	37	1151	13	1151	0.000824	0.0439	transcription regulatory region DNA binding	P07248, P07261, P09959, P12383, P13393, P14164, P17106, P18412, P20134, P21538, P22035, P23255, P25302, P25502, P29547, P32657, P34161, P35817, P36775, P38140, P38144, P38157, P39001, P39521, P39678, P40466, P40489, P41696, P50104, Q03833, Q04116, Q04779, Q05021, Q05958, Q06639, Q12692, Q2V2Q1
.....GO:0000975	o	3.215	1.129	2.846	37	1151	13	1151	0.000824	0.0439	regulatory region DNA binding	P07248, P07261, P09959, P12383, P13393, P14164, P17106, P18412, P20134, P21538, P22035, P23255, P25302, P25502, P29547, P32657, P34161, P35817, P36775, P38140, P38144, P38157, P39001, P39521, P39678, P40466, P40489, P41696, P50104, Q03833, Q04116, Q04779, Q05021, Q05958, Q06639, Q12692, Q2V2Q1
.......GO:0090329	o	1.477	0.521	2.833	17	1151	6	1151	0.0338	0.807	regulation of DNA-dependent DNA replication	P06786, P09798, P22579, P25588, P31378, P31385, P32445, P32561, P32657, P38803, P38883, P40466, P41813, Q04779, Q06639, Q07457, Q08923
....GO:0003713	o	1.477	0.521	2.833	17	1151	6	1151	0.0338	0.807	transcription coactivator activity	O14467, P09959, P19659, P22579, P25357, P32389, P32494, P32561, P38931, P39520, P50105, Q02336, Q03330, Q04226, Q05021, Q08887, Q12060
......GO:0043543	o	2.693	0.956	2.818	31	1151	11	1151	0.00264	0.11	protein acylation	P12945, P25554, P32447, P32494, P35177, P35189, P38129, P38806, P39010, P39979, P40963, P43572, P52910, P53040, P53165, P60010, P80428, Q01574, Q02336, Q02908, Q03330, Q03761, Q03940, Q04003, Q06592, Q07794, Q08649, Q08689, Q12060, Q12433, Q99314
.......GO:0006369	o	1.216	0.434	2.800	14	1151	5	1151	0.0625	1	termination of RNA polymerase II transcription	P21538, P32657, P38144, P38996, P39927, P40466, P42073, P53063, P53617, Q00416, Q01329, Q02555, Q02792, Q06224
.........GO:1901522	o	1.216	0.434	2.800	14	1151	5	1151	0.0625	1	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	P00445, P07248, P12383, P13574, P18480, P32591, P38140, P38157, P38931, P39073, P40535, P50104, Q04004, Q08421
......GO:0070784	o	1.216	0.434	2.800	14	1151	5	1151	0.0625	1	regulation of growth of unicellular organism as a thread of attached cells	P01120, P16649, P18412, P18480, P19659, P20134, P22082, P38255, P40069, P40466, P40505, P41813, Q03063, Q03373
....GO:0001067	o	3.388	1.216	2.786	39	1151	14	1151	0.000699	0.0383	regulatory region nucleic acid binding	P07248, P07261, P09959, P12383, P13393, P14164, P17106, P18412, P20134, P21538, P22035, P23255, P25302, P25502, P29547, P32657, P34161, P35817, P36775, P38140, P38144, P38157, P38996, P39001, P39521, P39678, P40466, P40489, P41696, P50104, P53617, Q03833, Q04116, Q04779, Q05021, Q05958, Q06639, Q12692, Q2V2Q1
....GO:1902493	o	2.172	0.782	2.778	25	1151	9	1151	0.00855	0.269	acetyltransferase complex	P12945, P25554, P32494, P32657, P35177, P35189, P38129, P38806, P40963, P43572, P53040, P53165, P60010, P80428, Q02336, Q03330, Q03761, Q03940, Q04003, Q06337, Q08649, Q08689, Q12060, Q12433, Q99314
...GO:0031248	o	2.172	0.782	2.778	25	1151	9	1151	0.00855	0.269	protein acetyltransferase complex	P12945, P25554, P32494, P32657, P35177, P35189, P38129, P38806, P40963, P43572, P53040, P53165, P60010, P80428, Q02336, Q03330, Q03761, Q03940, Q04003, Q06337, Q08649, Q08689, Q12060, Q12433, Q99314
.....GO:0097346	o	0.956	0.348	2.750	11	1151	4	1151	0.117	1	INO80-type complex	P35189, P35817, P40154, P43579, P53946, P60010, P80428, Q03388, Q03940, Q05471, Q12345
.......GO:0031124	o	1.651	0.608	2.714	19	1151	7	1151	0.0281	0.687	mRNA 3'-end processing	P17629, P29468, P38351, P38996, P39927, P40466, P42073, P45976, P53064, P53552, P53617, P89105, Q00416, Q01329, Q05543, Q06224, Q06697, Q07478, Q99383
.......GO:0061186	o	0.695	0.261	2.667	8	1151	3	1151	0.225	1	negative regulation of chromatin silencing at silent mating-type cassette	P22579, P31385, P32561, P38255, P40505, P41813, Q08923, Q12363
...GO:0033202	o	0.695	0.261	2.667	8	1151	3	1151	0.225	1	DNA helicase complex	P35189, P40154, P43579, P53946, P60010, P80428, Q03940, Q12345
....GO:0031011	o	0.695	0.261	2.667	8	1151	3	1151	0.225	1	Ino80 complex	P35189, P40154, P43579, P53946, P60010, P80428, Q03940, Q12345
.....GO:0000784	o	0.695	0.261	2.667	8	1151	3	1151	0.225	1	nuclear chromosome, telomeric region	P29539, P38199, P38859, P40963, Q03661, Q04003, Q06411, Q99314
...GO:0001134	o	0.695	0.261	2.667	8	1151	3	1151	0.225	1	transcription factor activity, transcription factor recruiting	P13393, P18412, P19659, P20134, P21538, P22035, P25554, P38931
.....GO:0043486	o	0.695	0.261	2.667	8	1151	3	1151	0.225	1	histone exchange	P06843, P16649, P32447, P40963, P43583, Q03388, Q03940, Q05471
.....GO:0090575	o	1.825	0.695	2.625	21	1151	8	1151	0.0232	0.596	RNA polymerase II transcription factor complex	P09959, P13393, P19263, P19659, P23255, P25302, P32776, P35189, P38129, P39678, P40489, P41895, P41896, P50105, P53040, P53718, Q03750, Q03761, Q04226, Q04673, Q05021
...GO:0001076	o	2.259	0.869	2.600	26	1151	10	1151	0.0107	0.324	transcription factor activity, RNA polymerase II transcription factor binding	P07248, P09959, P14922, P16649, P17106, P18412, P19263, P19659, P21538, P22035, P22579, P23255, P25357, P25554, P29055, P32432, P34161, P38351, P38931, P41813, P53064, P53114, P89105, Q04116, Q06505, Q06697
......GO:0031938	o	1.129	0.434	2.600	13	1151	5	1151	0.095	1	regulation of chromatin silencing at telomere	P22579, P31385, P32561, P35817, P38255, P38351, P40505, P40517, P53064, P53973, P89105, Q08923, Q12363
..GO:0000989	o	4.257	1.651	2.579	49	1151	19	1151	0.000293	0.0189	transcription factor activity, transcription factor binding	O14467, P07248, P09959, P13393, P14922, P16649, P17106, P18412, P19263, P19659, P20134, P21538, P21957, P22035, P22579, P23255, P25357, P25554, P28004, P29055, P29056, P32389, P32432, P32494, P32561, P34161, P38351, P38931, P39001, P39520, P41813, P46678, P50105, P53064, P53114, P53718, P89105, Q02336, Q02961, Q03330, Q04116, Q04226, Q04779, Q05021, Q06505, Q06697, Q08887, Q12060, Q12363
....GO:0060968	o	1.564	0.608	2.571	18	1151	7	1151	0.0422	0.914	regulation of gene silencing	P07248, P22579, P31385, P32561, P35817, P38255, P38351, P40466, P40505, P40517, P41813, P53064, P53551, P53973, P89105, Q03661, Q08923, Q12363
.........GO:0000472	o	1.564	0.608	2.571	18	1151	7	1151	0.0422	0.914	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P34247, P35194, P40055, P43586, P47077, P47083, P53743, Q03280, Q04500, Q05022, Q06106, Q06287, Q08965, Q12136, Q12220, Q12499, Q99207, Q99216
...GO:1904949	o	1.998	0.782	2.556	23	1151	9	1151	0.0192	0.516	ATPase complex	P18480, P18888, P22082, P32591, P32597, P32832, P35189, P35817, P38144, P40154, P43579, P43609, P53628, P53946, P60010, P80428, Q02206, Q03388, Q03940, Q05123, Q05471, Q06639, Q12345
.....GO:0000790	o	2.433	0.956	2.545	28	1151	11	1151	0.00889	0.277	nuclear chromatin	P07278, P09959, P23293, P25302, P32558, P32657, P33417, P34161, P35817, P38920, P39520, P39521, P39678, P40489, P40963, P53551, P80428, Q02908, Q03973, Q04002, Q04003, Q04116, Q04383, Q05543, Q07457, Q08649, Q12692, Q99314
....GO:0016569	o	6.342	2.520	2.517	73	1151	29	1151	9.97e-06	0.00101	covalent chromatin modification	P02309, P14832, P15646, P22579, P25357, P25554, P31385, P32447, P32494, P32561, P32597, P32657, P32832, P32833, P35177, P35189, P36124, P38074, P38129, P38144, P38199, P38255, P38351, P38806, P38827, P38911, P39001, P39956, P39979, P40154, P40505, P40963, P43572, P43609, P52910, P53040, P53064, P53165, P53973, P60010, P80428, P89105, Q01448, Q01574, Q02206, Q02336, Q02908, Q03012, Q03330, Q03388, Q03761, Q03833, Q03940, Q04003, Q04779, Q05123, Q05471, Q05580, Q06205, Q06337, Q06592, Q06629, Q06639, Q06697, Q07457, Q07458, Q07794, Q08649, Q08923, Q12060, Q12433, Q12692, Q99314
........GO:0071028	o	0.869	0.348	2.500	10	1151	4	1151	0.178	1	nuclear mRNA surveillance	P25555, P38801, P38996, P47047, P48240, P53617, P53725, Q02792, Q08162, Q12149
....GO:0033613	o	0.869	0.348	2.500	10	1151	4	1151	0.178	1	activating transcription factor binding	P07248, P13393, P17106, P18480, P19659, P22082, P29311, P50105, P53040, Q03761
.....GO:0000775	o	0.869	0.348	2.500	10	1151	4	1151	0.178	1	chromosome, centromeric region	P17106, P29295, P31111, P32504, P32597, P33322, Q03330, Q04002, Q07794, Q12495
......GO:0009065	o	0.869	0.348	2.500	10	1151	4	1151	0.178	1	glutamine family amino acid catabolic process	P07275, P07991, P09959, P25302, P33327, P39678, P40489, P53438, Q01802, Q04792
......GO:0009068	o	0.869	0.348	2.500	10	1151	4	1151	0.178	1	aspartate family amino acid catabolic process	P00927, P09959, P19262, P25302, P25379, P37303, P39678, P40489, P53438, Q01802
........GO:0071039	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	nuclear polyadenylation-dependent CUT catabolic process	P38801, P48240, P53725, Q08162, Q12149
.......GO:0033967	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	box C/D snoRNA metabolic process	P15646, P38336, P41812, P53833, Q02555
........GO:0034963	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	box C/D snoRNA processing	P15646, P38336, P41812, P53833, Q02555
.....GO:0061408	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	positive regulation of transcription from RNA polymerase II promoter in response to heat stress	P09959, P22579, P25302, P31385, P40505
.........GO:2001166	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	regulation of histone H2B ubiquitination	P25694, P38351, P53064, P89105, Q06697
........GO:0098789	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	pre-mRNA cleavage required for polyadenylation	P39927, P45976, Q01329, Q06224, Q99383
.......GO:0098787	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	mRNA cleavage involved in mRNA processing	P39927, P45976, Q01329, Q06224, Q99383
........GO:0030846	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	termination of RNA polymerase II transcription, poly(A)-coupled	P39927, P42073, P53063, Q01329, Q02792
....GO:0001405	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	presequence translocase-associated import motor	P36147, P38523, P42949, Q01852, Q07914
....GO:0097033	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	mitochondrial respiratory chain complex III biogenesis	P07253, P14066, P21560, P38300, Q08179
........GO:0016239	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	positive regulation of macroautophagy	P17157, P32561, P43572, Q06671, Q08649
.......GO:0010508	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	positive regulation of autophagy	P17157, P32561, P43572, Q06671, Q08649
.....GO:0034724	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	DNA replication-independent nucleosome organization	P11632, P32447, P32558, P40161, Q01448
.....GO:0071033	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	nuclear retention of pre-mRNA at the site of transcription	P33411, P38801, P47047, Q02455, Q12149
.....GO:0001091	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	RNA polymerase II basal transcription factor binding	P07248, P13393, P19263, P19659, P35817
....GO:0070491	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	repressing transcription factor binding	P17106, P19263, P20134, P39001, P53718
......GO:0034398	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	telomere tethering at nuclear periphery	P39705, P40457, P49687, Q02455, Q03661
.........GO:0000414	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	regulation of histone H3-K36 methylation	P23615, P38351, P89105, Q06205, Q06697
.......GO:0006362	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	transcription elongation from RNA polymerase I promoter	P38351, P47006, P89105, Q01080, Q06697
....GO:0043138	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	3'-5' DNA helicase activity	P35187, P40562, P53946, P80428, Q03940
.......GO:0070898	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	RNA polymerase III transcriptional preinitiation complex assembly	P11632, P11633, P13393, P29056, P46678
......GO:0042134	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	rRNA primary transcript binding	P38336, P38805, P53941, Q05022, Q06106
.....GO:0004067	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	asparaginase activity	P09959, P25302, P39678, P40489, P53438
.......GO:2000819	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	regulation of nucleotide-excision repair	P27692, P38351, P53064, P89105, Q06697
....GO:0016593	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	Cdc73/Paf1 complex	P17629, P38351, P53064, P89105, Q06697
........GO:0090262	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	regulation of transcription-coupled nucleotide-excision repair	P27692, P38351, P53064, P89105, Q06697
.....GO:0035327	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	transcriptionally active chromatin	P23615, P38351, P53064, P89105, Q06697
........GO:1901407	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	regulation of phosphorylation of RNA polymerase II C-terminal domain	P38351, P53064, P89105, Q02792, Q06697
....GO:0000076	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	DNA replication checkpoint	P21951, P25588, P38850, P40348, Q12114
......GO:0043649	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	dicarboxylic acid catabolic process	P23542, P33327, P38137, Q01802, Q04792
....GO:0010528	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	regulation of transposition	P18412, P38850, P46678, Q05543, Q07794
.GO:0140104	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	molecular carrier activity	P32463, P38636, P40202, Q07540, Q12287
........GO:0045013	o	0.434	0.174	2.500	5	1151	2	1151	0.452	1	carbon catabolite repression of transcription	P07261, P11412, P16649, P23615, P38140
.......GO:0043144	o	2.172	0.869	2.500	25	1151	10	1151	0.0159	0.442	snoRNA processing	P15646, P20053, P20095, P22147, P29468, P33322, P38336, P38351, P38801, P38996, P39927, P41812, P42073, P47047, P48240, P53064, P53617, P53833, P89105, Q00416, Q02555, Q02792, Q06224, Q08162, Q12149
.......GO:0006368	o	2.172	0.869	2.500	25	1151	10	1151	0.0159	0.442	transcription elongation from RNA polymerase II promoter	P06843, P17629, P32558, P32561, P32597, P32657, P32832, P35189, P36053, P38351, P40161, P41895, P41896, P43609, P53064, P53552, P89105, Q01448, Q02206, Q04779, Q05123, Q06639, Q06697, Q07478, Q12514
.....GO:0016407	o	2.606	1.043	2.500	30	1151	12	1151	0.00737	0.239	acetyltransferase activity	P07149, P08465, P12695, P12945, P32494, P38806, P39979, P40963, P41338, P43572, P43577, P53165, P53914, P60010, P80428, Q01217, Q02336, Q02908, Q03330, Q03761, Q04003, Q04728, Q06592, Q07794, Q08649, Q08689, Q12060, Q12433, Q12447, Q99314
.......GO:0051123	o	1.303	0.521	2.500	15	1151	6	1151	0.077	1	RNA polymerase II transcriptional preinitiation complex assembly	P11632, P13393, P19659, P23255, P29055, P35189, P38129, P41895, P41896, P50105, P53040, Q03750, Q03761, Q04226, Q05021
.....GO:1900428	o	1.303	0.521	2.500	15	1151	6	1151	0.077	1	regulation of filamentous growth of a population of unicellular organisms	P01120, P16649, P18412, P18480, P19659, P20134, P22082, P38255, P40069, P40466, P40505, P41813, Q03063, Q03373, Q05958
.....GO:0016570	o	4.952	1.998	2.478	57	1151	23	1151	0.000141	0.0107	histone modification	P02309, P14832, P15646, P22579, P25357, P25554, P31385, P32447, P32494, P32561, P32657, P32833, P35177, P35189, P36124, P38074, P38129, P38255, P38351, P38806, P38827, P38911, P39956, P39979, P40505, P40963, P43572, P52910, P53040, P53064, P53165, P53973, P60010, P80428, P89105, Q01574, Q02336, Q02908, Q03012, Q03330, Q03761, Q03833, Q03940, Q04003, Q04779, Q05580, Q06205, Q06592, Q06629, Q06697, Q07457, Q07458, Q07794, Q08649, Q12060, Q12433, Q99314
......GO:1990837	o	3.649	1.477	2.471	42	1151	17	1151	0.00135	0.0689	sequence-specific double-stranded DNA binding	P07248, P07261, P09959, P12383, P13393, P14164, P17106, P18412, P18888, P19882, P20134, P22035, P22082, P25302, P25502, P29311, P32504, P32657, P32833, P34161, P34730, P38140, P38144, P38157, P39001, P39521, P39678, P40466, P40489, P41696, P41813, P50104, P80210, Q03833, Q04116, Q04779, Q05958, Q06639, Q07457, Q12018, Q12309, Q12692
......GO:0006366	o	3.215	1.303	2.467	37	1151	15	1151	0.00286	0.115	transcription from RNA polymerase II promoter	P07248, P07261, P09959, P11633, P12383, P14164, P14922, P17106, P18412, P23255, P23615, P25302, P25502, P32776, P35189, P38129, P38157, P38351, P39678, P40489, P40535, P41696, P50104, P50105, P53040, P53064, P53114, P89105, Q03750, Q03761, Q03833, Q04226, Q04673, Q05021, Q05958, Q07457, Q12060
....GO:0034728	o	3.388	1.390	2.438	39	1151	16	1151	0.00237	0.11	nucleosome organization	P02309, P06843, P07261, P11632, P13712, P14922, P16649, P18480, P22082, P23615, P32447, P32558, P32597, P32657, P32832, P35189, P38144, P38911, P40161, P40963, P43579, P43583, P43609, P48570, P53551, P53946, P61830, Q01448, Q02206, Q03388, Q03940, Q05123, Q05471, Q06205, Q06505, Q06639, Q08649, Q12345, Q12495
.GO:0000988	o	4.865	1.998	2.435	56	1151	23	1151	0.000206	0.0145	transcription factor activity, protein binding	O14467, P07248, P09959, P13393, P14922, P16649, P17106, P18412, P19263, P19659, P20134, P21538, P21957, P22035, P22579, P23255, P23615, P25357, P25554, P27692, P28004, P29055, P29056, P32389, P32432, P32494, P32561, P32776, P34161, P35189, P38351, P38931, P39001, P39520, P41813, P41895, P41896, P46678, P50105, P53064, P53114, P53718, P89105, Q02336, Q02961, Q03330, Q04116, Q04226, Q04673, Q04779, Q05021, Q06505, Q06697, Q08887, Q12060, Q12363
.....GO:0031935	o	1.477	0.608	2.429	17	1151	7	1151	0.0625	1	regulation of chromatin silencing	P07248, P22579, P31385, P32561, P35817, P38255, P38351, P40466, P40505, P40517, P41813, P53064, P53551, P53973, P89105, Q08923, Q12363
.........GO:0000480	o	1.477	0.608	2.429	17	1151	7	1151	0.0625	1	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P34247, P35194, P40055, P43586, P47077, P47083, P53743, Q03280, Q04500, Q05022, Q06106, Q06287, Q08965, Q12136, Q12220, Q12499, Q99207
...GO:0005667	o	2.085	0.869	2.400	24	1151	10	1151	0.0233	0.596	transcription factor complex	P09959, P13393, P18412, P19263, P19659, P23255, P25302, P29056, P32776, P35189, P38129, P39678, P40489, P41895, P41896, P46678, P50105, P53040, P53718, Q03750, Q03761, Q04226, Q04673, Q05021
.......GO:0045815	o	1.043	0.434	2.400	12	1151	5	1151	0.142	1	positive regulation of gene expression, epigenetic	P07248, P22579, P31385, P32561, P36053, P38255, P40505, P41813, P53551, P53973, Q08923, Q12363
.....GO:0060969	o	1.043	0.434	2.400	12	1151	5	1151	0.142	1	negative regulation of gene silencing	P07248, P22579, P31385, P32561, P38255, P40505, P41813, P53551, P53973, Q03661, Q08923, Q12363
..GO:0000990	o	1.043	0.434	2.400	12	1151	5	1151	0.142	1	transcription factor activity, core RNA polymerase binding	P13393, P23615, P27692, P29055, P29056, P32776, P35189, P41895, P41896, P46678, Q04673, Q06505
......GO:0006275	o	1.651	0.695	2.375	19	1151	8	1151	0.0509	1	regulation of DNA replication	P06786, P09798, P15873, P22579, P25588, P31378, P31385, P32445, P32561, P32571, P32657, P38803, P38883, P40466, P41813, Q04779, Q06639, Q07457, Q08923
......GO:0000966	o	1.651	0.695	2.375	19	1151	8	1151	0.0509	1	RNA 5'-end processing	P34247, P35194, P40055, P40693, P43586, P47077, P47083, P53743, Q03280, Q04500, Q05022, Q06106, Q06287, Q08965, Q12136, Q12220, Q12499, Q99207, Q99216
.......GO:0034471	o	1.651	0.695	2.375	19	1151	8	1151	0.0509	1	ncRNA 5'-end processing	P34247, P35194, P40055, P40693, P43586, P47077, P47083, P53743, Q03280, Q04500, Q05022, Q06106, Q06287, Q08965, Q12136, Q12220, Q12499, Q99207, Q99216
........GO:0000967	o	1.651	0.695	2.375	19	1151	8	1151	0.0509	1	rRNA 5'-end processing	P34247, P35194, P40055, P40693, P43586, P47077, P47083, P53743, Q03280, Q04500, Q05022, Q06106, Q06287, Q08965, Q12136, Q12220, Q12499, Q99207, Q99216
......GO:0016074	o	2.259	0.956	2.364	26	1151	11	1151	0.0191	0.516	snoRNA metabolic process	P15646, P20053, P20095, P22147, P29468, P33322, P38336, P38351, P38801, P38996, P39927, P41812, P42073, P47047, P48240, P53064, P53617, P53833, P89105, Q00416, Q02555, Q02792, Q03532, Q06224, Q08162, Q12149
